Est Id,State Id,Premise Name,Premise Address1,Final Score SUM,Insp Type,Calculation1,Permit Status MIN,Territory,Insp Date,Est Type,Type Description,Transitional Type Desc,County,State Id,Premise Address2,Premise City,Premise State,Premise Zip,Premise Phone,Premise Email,Website,Owner Name,Opening Date,Update Date,Status,Grade,Score SUM,Insp Date,Comments
61618,4032510042,BRIGHTLEAF CLUB WADING,2003 COPPERLEAF PARKWAY,4,1,,A,20,5/1/2012,51,51 - Seasonal Wading Pool,N/A,32,4032510042,0,DURHAM,NC,27703,(919) 251-8258,0,0,0,7/17/2008,5/14/2013,ACTIVE,,4,5/1/2012,ADJUST ENTRY GATE TO SELF-CLOSE AND SELF-LATCH
87872,4032500261,BRIGHTWOOD TRAILS,2210 GILMAN STREET,10,1,,E,20,5/1/2012,50,50 - Seasonal Swimming Pool,N/A,32,4032500261,0,DURHAM,NC,27703,0,0,0,0,5/25/2011,5/20/2013,ACTIVE,,10,5/1/2012,EMERGENCY PHONE FAILED TO FUNCTION WHEN TESTED.  REPLACED WHILE ON SITE.
97823,4032440129,LIGHTED PATHWAY ACADEMY,8 AUTUMN LEAF LN,98.5,1,,A,6,5/2/2012,44,44 - School Building,N/A,32,4032440129,0,DURHAM,NC,27704,(919) 220-6923,lightedpathway@yahoo.com,0,0,12/21/2011,5/2/2012,ACTIVE,,98.5,5/2/2012,Need to make sure that behind furniture and beside appliances the dust and floors are kept clean.
58025,4032060038,ALPINE ATRIUM/BRYAN CENTER,029 WEST UNION CAMPUS,100,1,,A,9,5/2/2012,6,6 - Edu. Food Service,FOOD,32,4032060038,DUKE UNIVERSITY,DURHAM,NC,27708,0,0,0,0,10/24/2001,8/15/2012,DELETED,A,98,5/2/2012,"Floor under and around ice machine has standing, dirty water"
99627,4032430658,"PROFESSIONAL GROUP LIVING, LLC",2221 SOUTHGATE STREET,8,1,,A,1,5/2/2012,43,43 - Residential Care,N/A,32,4032430658,0,DURHAM,NC,27703,(919) 806-9001,0,0,"PROFESSIONAL GROUP LIVING, LLC",5/2/2012,7/18/2013,ACTIVE,,8,5/2/2012,in tub the shower head is pulling away from wall. needs repaired.
81080,4032030135,MAMA JEAN'S MFU DC #23,308 S DRIVER ST.,1,1,,A,6,5/3/2012,3,3 - Mobile Food,FOOD,32,4032030135,0,DURHAM,NC,27704,(910) 201-7676,abhill@hotmail.com,0,MAMA JEAN'S MFU,6/16/2010,4/5/2013,ACTIVE,,1,5/3/2012,Must have hot water to operate. no hot water during inspection or water.
58031,4032060044,SANFORD CENTER DELI/TOWERVIEW,TOWERVIEW SCIENCE DRIVE,102,1,,A,9,5/4/2012,6,6 - Edu. Food Service,FOOD,32,4032060044,0,DURHAM,NC,27708,(919) 613-7304,0,0,0,11/4/1994,7/9/2013,DELETED,A,100,5/4/2012,Outer layer of cabinetry is missing - not easily cleanable
61998,4032200117,HIGHWOOD SUITES,300 MEREDITH DRIVE,91.5,1,,A,5,5/7/2012,20,20 - Lodging,LODGING,32,4032200117,0,DURHAM,NC,27713,0,0,0,PMG HOTELS,11/16/2006,4/19/2012,ACTIVE,A,91.5,5/7/2012,chair cushions with stains throughout building including rooms106 and 315
59104,4032520019,RESIDENCE INN,201 RESIDENCE INN BLVD,16,1,,A,20,5/7/2012,52,52 - Seasonal Spa,N/A,32,4032520019,0,DURHAM,NC,27713,0,0,0,0,4/20/1995,5/20/2013,ACTIVE,,16,5/7/2012,CALIBRATE THE CHEMICAL FEED EQUIPMENT SO THAT ACCURATE CHEMICAL LEVELS ARE DISPLAYED
69135,4032520050,LANDING AT SOUTHPOINT,7250 HWY 751  UNIT 3000,6,1,,A,20,5/7/2012,52,52 - Seasonal Spa,N/A,32,4032520050,0,DURHAM,NC,27713,0,0,0,0,4/23/2009,4/22/2013,ACTIVE,,6,5/7/2012,pH WAS FOUND OUT OF RANGE.  CORRECTED WHILE ON SITE TO 7.4
58197,4032200046,ECONO LODGE,4433 HIGHWAY 55,98.5,1,,A,5,5/7/2012,20,20 - Lodging,LODGING,32,4032200046,0,DURHAM,NC,27713,(919) 544-4579,0,0,ECONO LODGE,11/17/1993,5/24/2012,ACTIVE,A,98.5,5/7/2012,commode seats lose in rooms 105 and 168
59015,4032500179,HOMEWOOD SUITES CH,3600 MORIAH RD,6,1,,A,20,5/8/2012,50,50 - Seasonal Swimming Pool,N/A,32,4032500179,0,DURHAM,NC,27707,0,0,0,0,1/19/1999,6/11/2013,ACTIVE,,6,5/8/2012,0
58319,4032300041,LOWES FOOD STORE/MEAT MARKET  443,1001 N MIAMI BLVD,99,1,,A,6,5/8/2012,30,30 - Meat Market,FOOD,32,4032300041,0,DURHAM,NC,27703,0,0,0,0,1/15/1998,12/10/2011,ACTIVE,A,99,5/8/2012,"Food contact surfaces of equipment and utensils not cleaned or sanitized properly.The meat saw must be repaired. ""spacer bar"" is missing a bolt and has a large gap in it.Talked to manager about it."
59057,4032510005,ENO VALLEY SWIN AND RACQUET CLUB,635 RIPPLING STREAM RD,8,1,,A,20,5/8/2012,51,51 - Seasonal Wading Pool,N/A,32,4032510005,0,DURHAM,NC,27704,0,0,0,0,8/30/1994,5/30/2013,ACTIVE,,8,5/8/2012,FREE THE INDICATOR PELLET IN THE FLOW INDICATOR ON THE CHLORINATOR SO THAT ADJUSTABLE FLOW IS SHOWN.
58227,4032200076,CROSSLAND ECONOMY STUDIO #1514,5008 N C 55,98.5,1,,A,5,5/9/2012,20,20 - Lodging,LODGING,32,4032200076,0,DURHAM,NC,27713,0,0,0,0,10/26/1998,12/10/2011,ACTIVE,A,98.5,5/9/2012,sheet not over cover 6 inches.
59065,4032510014,HOPE VALLEY FARM SWIM AND RACQUET,4818 S ROXBORO ST,4,1,,A,20,5/10/2012,51,51 - Seasonal Wading Pool,N/A,32,4032510014,0,DURHAM,NC,27713,0,0,0,0,7/27/1994,5/14/2013,ACTIVE,,4,5/10/2012,REPLACE MISSING SKIMMER WEIR
61840,4032500246,KEYSTONE CROSSING HOA,701 KEYSTONE PARK DRIVE,4,1,,A,20,5/10/2012,50,50 - Seasonal Swimming Pool,N/A,32,4032500246,0,DURHAM,NC,27713,0,0,0,0,5/1/2008,5/8/2013,ACTIVE,,4,5/10/2012,"NEED TO CLEAN / BRUSH POOL WALLS, SKIMMER EQUALIZER LINE FITTINGS, AND RECESSED LADDER TREADS"
76926,4032500250,VILLAS AT CULP ARBOR,108 CULP HILL DRIVE,4,1,,A,20,5/10/2012,50,50 - Seasonal Swimming Pool,N/A,32,4032500250,0,CHAPEL HILL,NC,27517,0,0,0,0,4/1/2010,5/14/2013,ACTIVE,,4,5/10/2012,FENCE DOES NOT COMPLY WITH RULES - FOOTHOLDS AT LESS THAN 30 INCHES FROM TOP OF BRICK FACADE / WATERMARK TO HORIZONTAL RAILING ON FENCE.
59081,4032510038,AUBURN SWIM CLUB WADING,1105 PEBBLE CREEK CROSSING,8,1,,A,20,5/14/2012,51,51 - Seasonal Wading Pool,N/A,32,4032510038,0,DURHAM,NC,27715,0,0,0,0,9/18/2002,5/2/2013,ACTIVE,,8,5/14/2012,FREE THE INDICATOR PELLET IN THE FLOW METER ON THE RETURN LINE SO ACCURATE FLOW IS SHOWN
70166,4032440116,KESTREL HEIGHTS,4700 S ALSTON AVE,97,1,,A,5,5/14/2012,44,44 - School Building,N/A,32,4032440116,0,DURHAM,NC,27707,(919) 493-6056,0,0,KESTREL HEIGHTS,7/1/2009,12/10/2011,ACTIVE,,97,5/14/2012,-paper towel dispenser broken.  commode seats need to be tighten.
58929,4032500082,HOPE VALLEY CC DIVING,3803 DOVER RD,8,1,,A,20,5/14/2012,50,50 - Seasonal Swimming Pool,N/A,32,4032500082,0,DURHAM,NC,27707,0,0,0,0,7/21/1994,10/31/2012,ACTIVE,,8,5/14/2012,FENCING HAS FOOTHOLDS AT LESS THAN 30 INCHES AT BRICK RETAINING WALL ON CLUBHOUSE SIDE OF POOL
58928,4032500081,HOPE VALLEY CC LAP,3803 DOVER RD,8,1,,A,20,5/14/2012,50,50 - Seasonal Swimming Pool,N/A,32,4032500081,0,DURHAM,NC,27703,0,0,0,0,7/22/1994,5/14/2013,ACTIVE,,8,5/14/2012,FENCE HAS FOOTHOLDS AT LESS THAN 30 INCHES AT BRICK RETAINING WALL ON CLUBHOUSE SIDE OF POOL AND GATE AT DIVING WELL END NEEDS TO BE ADJUSTED UP 2 INCHES TO MAKE THE REQUIRED 48 INCH HEIGHT.
59038,4032500217,AUBURN SWIM CLUB,1105 PEBBLE CREEK CROSSING,10,1,,A,20,5/14/2012,50,50 - Seasonal Swimming Pool,N/A,32,4032500217,0,DURHAM,NC,27713,0,0,0,0,9/18/2002,5/2/2013,ACTIVE,,10,5/14/2012,EMERGENCY PHONE FAILED TO FUNCTION PROPERLY - REPAIRED WHILE ON SITE
59064,4032510013,HOPE VALLEY CC WADING,3803 DOVER RD,20,1,,E,20,5/14/2012,51,51 - Seasonal Wading Pool,N/A,32,4032510013,0,DURHAM,NC,27707,0,0,0,0,7/22/1994,5/14/2013,ACTIVE,,20,5/14/2012,"ALL POOL CHEMICALS OTHER THAN LIQUID BULK FEED CHEMICALS MUST BE RELOCATED AND STORED IN A DRY, LIGHTED AND VENTILATED AREA - DRY CHLORINE CANNOT BE STORED IN THE PUMP ROOM"
59035,4032500213,FALLS POINTE AT THE PARK,100 CASCADE FALLS LANE,4,1,,A,20,5/15/2012,50,50 - Seasonal Swimming Pool,N/A,32,4032500213,0,DURHAM,NC,27713,0,0,0,0,4/29/2002,5/21/2013,ACTIVE,,4,5/15/2012,ALL DOORS AND WINDOWS FROM THE CLUBHOUSE / LEASING OFFICE OPENING INTO THE POOL ENCLOSURE MUST BE SELF-CLOSING OR CHILD PROTECTED BY MEANS OF A BARRIER OR AUDIBLE ALARM.  WINDOWS CAN BE LIMITED TO OPENING NO MORE THAN 4 INCHES TO MEET THE RULE REQUIREMENT
79529,4032012012,BURGER KING,5630 S MIAMI BLVD,99,1,,A,3,5/15/2012,1,1 - Restaurant,FOOD,32,4032012012,0,DURHAM,NC,27703,(919) 941-9197,0,0,AMPM INTERPRIZE,3/11/2010,8/9/2012,DELETED,A,97,5/15/2012,Air dry cleaned utensils by cross stacking.
58763,4032440024,LOWES GROVE MIDDLE SCHOOL,4418 S ALSTON AVE,93.5,1,,A,5,5/15/2012,44,44 - School Building,N/A,32,4032440024,0,DURHAM,NC,27713,0,0,0,0,5/26/1995,12/10/2011,ACTIVE,,93.5,5/15/2012,Water Fountainpressure Low
69430,4032610117,GORILLA INK,2508 FAYETTEVILLE ST.,0,1,,A,2,5/16/2012,61,61 - Tattoo Artists,N/A,32,4032610117,GORILLA INK,DURHAM,NC,27707,0,0,0,0,5/14/2009,7/16/2013,DELETED,,0,5/16/2012,All sterile disposable that are out of date should be removed from the tattoo room.
83619,4032012060,FLIK INTERNATIONAL AT FIDELITY,4008 E CHAPEL HILL NELSON HWY,100,1,,A,4,5/16/2012,1,1 - Restaurant,FOOD,32,4032012060,0,DURHAM,NC,27707,(919) 458-9264,vikram.bapat@compass-usa.com,0,FLIK INTERNATIONAL AT FIDELITY,8/26/2010,8/22/2012,ACTIVE,A,98,5/16/2012,A wire mesh strainer was found clean and stored for use but the unit was in very poor condition with strands of wire sticking up off one end posing a physical hazard should a strand break off and fall into food.  The strainer was discarded.
70801,4032050008,GLOBAL SCHOLARS ACADEMY LUNCHROOM,311 DOWD STREET,100,1,,A,3,5/16/2012,5,5 - Private Schools Lunchroom,FOOD,32,4032050008,0,DURHAM,NC,27701,(919) 682-5903,0,0,GLOBAL SCHOLARS ACADEMY LUNCHROOM,8/17/2009,7/26/2013,DELETED,A,98,5/16/2012,Hamburger temp as written on page one temp column reads or range from 110 to 112f. Required temp must be from 135 or above. Make corrective action(s) as discussed to maintain required temp.
58770,4032440031,PARKWOOD SCHOOL,5207 REVERE,96.5,1,,A,5,5/16/2012,44,44 - School Building,N/A,32,4032440031,0,DURHAM,NC,27713,0,0,0,0,5/1/1995,12/10/2011,ACTIVE,,96.5,5/16/2012,all containers should be off of floor.     storage area needs items to be placed in orderly manner.
58415,4032400039,GRACE HEALTH CARE OF DURHAM,411 LASSALLE STREET,98.5,1,,A,10,5/16/2012,40,40 - Rest/Nursing Homes,N/A,32,4032400039,0,DURHAM,NC,27705,0,0,0,0,4/29/2008,10/9/2012,DELETED,,98.5,5/16/2012,"Clean janitors storage area..(a can wash that is not in use, was fund with lots of items on the floor and dirty...this needs to be clean and organize)...issue discussed during inspection."
58828,4032440091,TRINITY SCHOOL,4011 PICKETT ROAD,98.5,1,,A,10,5/17/2012,44,44 - School Building,N/A,32,4032440091,0,DURHAM,NC,27705,0,0,0,0,11/17/2003,12/10/2011,ACTIVE,,98.5,5/17/2012,Make sure all lavoratory fixtures are maintain in good repair...(one of the hand sinks in a student bathroom is broken...(cerarimic cover under sink)...this needs to be properly fix...issue has been discussed during inspection).
58240,4032200089,RADISSON GOVERNORS INN,I40 @ DAVIS DR,98,1,,A,5,5/17/2012,20,20 - Lodging,LODGING,32,4032200089,0,RTP,NC,27709,0,0,0,0,3/22/2000,7/17/2013,ACTIVE,A,98,5/17/2012,"spots on  chair, in room."
58379,4032400002,ENO POINTE ASSISTED LIVING,5600 N ROXBORO RD,99,1,,A,7,5/18/2012,40,40 - Rest/Nursing Homes,N/A,32,4032400002,0,DURHAM,NC,27712,(919) 484-8518,0,0,0,8/29/1994,12/10/2011,ACTIVE,,99,5/18/2012,Noticed urine odor in men's restroom near front door and also down hallway toward New Hall.
60859,4032430135,REGIS AVENUE GROUP HOME,4425 REGIS AVENUE,2,1,,A,10,5/21/2012,43,43 - Residential Care,N/A,32,4032430135,0,DURHAM,NC,27705,(919) 382-7463,0,0,DURAHM COMMUNITY LIVING PROGRAM,6/2/2008,5/16/2013,ACTIVE,,2,5/21/2012,"Make sure to maintain lavoratory fixtures clean...some mold/ build up found on shower heads, please clean...issue discussed durin inspection."
58238,4032200087,DOUBLETREE GUEST SUITES,2515 MENDIAN PARKWAY,96.5,1,,A,5,5/21/2012,20,20 - Lodging,LODGING,32,4032200087,0,DURHAM,NC,27713,0,0,0,0,11/2/1999,12/10/2011,ACTIVE,A,96.5,5/21/2012,\commode seat lose
58780,4032440041,SOUTHWEST ELEM SCHOOL,2320 COOK RD,94.5,1,,A,4,5/21/2012,44,44 - School Building,N/A,32,4032440041,0,DURHAM,NC,27713,0,0,0,0,11/15/1994,12/10/2011,ACTIVE,,94.5,5/21/2012,"Many of the offices (rooms between class rooms) are crowded with stuff, much of which is stored on the floor.  Bathroom tissue is stored on the floor in storage room 102.  All stored items in North Carolina schools must be at least 15 inches above the floor or otherwise arranged so as to permit thorough cleaning.  There are a lot of monitors and computer equipment stored on the floor in the media center. This is outlined in 15A NCAC 18A .2411."
58867,4032500016,SPRING RIDGE APARTMENTS,1701 EAST CORNWALLIS ROAD,4,1,,A,20,5/22/2012,50,50 - Seasonal Swimming Pool,N/A,32,4032500016,0,DURHAM,NC,27713,0,0,0,0,7/13/1994,4/10/2013,ACTIVE,,4,5/22/2012,WHEN USING THE SIX BY SIX NO DIVING TILES LOCAL RULE REQUIRES THAT THE WARNINGS BE NO MORE THAN 15 FEET APART ON THE POOL DECK.  NEED TO ADD TWO TILES OR PAINT NO DIVING IN 4 INCH LETTERING AT SHALLOW END OF THE POOL TO REDUCE THE SEPARATION BETWEEN WARNINGS TO 15 FEET OR LESS
98247,4032040119,HOMETOWN HOT DOGS DC #9,607 ELLIS RD #56 ESSER'S COMMISSARY,1,1,,A,6,5/22/2012,4,4 - Push Carts,FOOD,32,4032040119,0,DURHAM,NC,27703,(919) 426-6028,stunsteph@nc.rr.com,0,HOMETOWN HOT DOG,3/1/2012,10/15/2012,DELETED,,1,5/22/2012,had nothing on cart hot or cold.
58914,4032500067,FOXFIRE APTS CLUBHOUSE POOL,1400 WYLDWOOD ROAD,4,1,,A,20,5/24/2012,50,50 - Seasonal Swimming Pool,N/A,32,4032500067,0,DURHAM,NC,27704,0,0,0,0,8/9/1995,10/31/2012,ACTIVE,,4,5/24/2012,FENCING DOES NOT COMPLY WITH THE RULES - FOOTHOLDS AT LESS THAN 30 INCHES AND GAPS UNDER THE FENCE GREATER THAN 4 INCHES
58261,4032200111,FOUR POINTS BY SHERATON DURHAM,7807 LEONARDO DR,98,1,,A,5,5/24/2012,20,20 - Lodging,LODGING,32,4032200111,0,DURHAM,NC,27713,0,0,0,0,1/31/2007,12/10/2011,ACTIVE,A,98,5/24/2012,handle on black leather chair needs repairing
80079,4032430246,3112 TRIPOLI DR,3112 TRIPOLI DR,2,1,,A,4,5/25/2012,43,43 - Residential Care,N/A,32,4032430246,0,DURHAM,NC,27713,0,0,0,3112 TRIPOLI DR,4/21/2010,11/1/2013,DELETED,,2,5/25/2012,The shower head needs some minor cleaning due to pink mildew.
58772,4032440033,PEARSONTOWN SCHOOL,4915 BARBEE RD,86.5,1,,A,4,5/25/2012,44,44 - School Building,N/A,32,4032440033,0,DURHAM,NC,27713,0,0,0,0,5/1/1995,12/10/2011,ACTIVE,,86.5,5/25/2012,"A large percentage, too many to list, of the drinking fountains inside the classrooms and in the hallways have pink slime mold growing in the spouts and need a good and regular cleaning.  All fountains should be checked for adequate pressure.  If the pressure is not sufficient to raise the stream of water above the mouth guard, then it is too low.  Anytime the pressure is so low that children must put their mouths on the fountain to drink, as is the case in room 10 P, the pressure is too low."
58686,4032420270,CREEKSIDE SAC CLUB,5321 EPHESUS CHURCH RD,4,1,,A,4,5/30/2012,42,42 - Child Care,N/A,32,4032420270,0,DURHAM,NC,27707,(919) 560-3919,0,0,0,1/26/2005,5/30/2012,ACTIVE,,4,5/30/2012,No test strips could be located for testing of the sanitizer used on the cafeteria tables.  This sanitizer must be tested frequently to ensure chlorine levels of no less than 50 ppm but not stronger than 200 ppm.
58833,4032440098,CREEKSIDE ELEMENTARY,5321 EPHESUS CHURCH ROAD,95.5,1,,A,4,5/30/2012,44,44 - School Building,N/A,32,4032440098,0,DURHAM,NC,27707,0,0,0,0,1/26/2005,12/10/2011,ACTIVE,,95.5,5/30/2012,Drinking fountains in many of the classrooms need better cleaning.  Low levels of pink slime mold is visible around the spouts.  There are 3 water fountains outside of the gym main entrance.  One does not work at all and the middle continues to run on it's own several minutes after turned on.
58482,4032420060,KIN TOO,1416 BROAD ST,2,1,,A,10,5/30/2012,42,42 - Child Care,N/A,32,4032420060,0,DURHAM,NC,27705,(919) 286-5432,kintoo@earthlink.net,0,0,1/10/1995,12/10/2011,ACTIVE,,2,5/30/2012,Maintain all storage areas clean...storage under deck and in front of playground found with dibree and needs to be clean...issue discussed during inspection.
58744,4032440005,CLUB BOULEVARD SCHOOL,400 CLUB BLVD,95.5,1,,A,10,5/31/2012,44,44 - School Building,N/A,32,4032440005,0,DURHAM,NC,27701,0,0,0,0,9/14/1994,7/18/2013,ACTIVE,,95.5,5/31/2012,"Carpets on first grade classrooms have water/stain spoted area...one of the carpet have some odor.  If these carpets can't be clean properly becouse of age, please replace them...issue discussed during inspection."
87324,4032020752,THE MAD BURRITO,1058 W CLUB BLVD SPACE 540,99,1,,A,1,5/31/2012,2,2 - Food Stands,FOOD,32,4032020752,0,DURHAM,NC,27701,(919) 416-4784,newbeginningshb@nc.rr.com,0,EDDIE DIAZ,8/15/2011,4/16/2013,DELETED,A,97,5/31/2012,Dead cock roaches observed on floor of closet.  Sweep. Check last extermination date. Food court should be exterminated at the same time to prevent roaches from running from one establishment to another.
58974,4032500127,STRAWBERRY HILL APTS,1321 NEW CASTLE RD,6,1,,A,20,5/31/2012,50,50 - Seasonal Swimming Pool,N/A,32,4032500127,0,DURHAM,NC,27704,0,0,0,0,7/19/1994,6/3/2013,ACTIVE,,6,5/31/2012,KINGS THREE EMERGENCY PHONE DID NOT FUNCTION AS REQUIRED WHEN TESTED.  CORRECTED WHILE ON SITE BY KINGS THREE.  STATIC ON THE LINE NEEDS TO BE ADDRESSED.
58714,4032420298,PEARSONTOWN SAC CLUB,4915 BARBER ROAD,4,1,,A,4,6/1/2012,42,42 - Child Care,N/A,32,4032420298,0,DURHAM,NC,27713,(919) 560-3964,0,0,0,6/6/2006,6/1/2012,ACTIVE,,4,6/1/2012,Drinking fountains outside the gym have pink slime mold growing around the spouts.  This needs to be cleaned as soon as possible as it encourages the growth of bacteria that could make it's way into the water as children drink.
58679,4032420263,SOUTHWEST SAC CLUB,2320 COOK RD,2,1,,A,4,6/1/2012,42,42 - Child Care,N/A,32,4032420263,0,DURHAM,NC,27713,(919) 560-3972,0,0,0,12/21/2004,6/1/2012,ACTIVE,,2,6/1/2012,One of the drinking fountains outside the cafeteria entrance has a large amount of pink slime mold growing around the spout.  This should be cleaned as soon as possible as it allows bacteria to grow on the on the surface surrounding the water stream and possibly enter the water as children drink.
58174,4032200023,MARRIOTT AT RTP,4700 GUARDIAN DRIVE,99,1,,A,5,6/4/2012,20,20 - Lodging,LODGING,32,4032200023,0,DURHAM,NC,27703,0,0,0,0,7/1/1990,12/10/2011,ACTIVE,A,99,6/4/2012,commode seats lose
58685,4032420269,ENO VALLEY SAC CLUB,117 MILTON RD,2,1,,A,7,6/4/2012,42,42 - Child Care,N/A,32,4032420269,0,DURHAM,NC,27712,(919) 560-3915,0,0,0,1/26/2005,6/26/2013,ACTIVE,,2,6/4/2012,The HVAC return vents in the gym are very dirty and need a good cleaning.  Check the filters as well and change if needed.  Custodial staff began working on this before the inspection ended.
75391,4032440106,NEW LIFE CHRISTIAN ACADEMY,7415 FAYETTEVILLE ROAD,98,1,,A,4,6/4/2012,44,44 - School Building,N/A,32,4032440106,0,DURHAM,NC,27713,0,0,0,NEW LIFE CHRISTIAN ACADEMY,2/6/2008,12/10/2011,ACTIVE,,98,6/4/2012,Drinking fountains outside the bathrooms need some cleaning up inside the rubberized spout covers.  Minor amounts of mildew have begun to grow in them and this encourages bacteria growth.  The water level from the spouts is also a little low.  The pressure needs to get the stream high enough so that people do not have to put their mouths close to the guards in order to drink.
88618,4032020765,BULL CITY STORE AND GRILL,1301 N ALSTON ST,96,1,,A,1,6/4/2012,2,2 - Food Stands,FOOD,32,4032020765,0,DURHAM,NC,27707,(919) 949-8837,cr1inc@msn.com,0,BULL CITY STORE AND GRILL LLC,11/10/2011,8/1/2012,DELETED,A,96,6/4/2012,Clean utensil storage areas. Recommend  putting utensil in covered bins.
58743,4032440004,SCHOOL FOR CREATIVE STUDIES,5001 RED MILL ROAD,97.5,1,,A,2,6/5/2012,44,44 - School Building,N/A,32,4032440004,0,DURHAM,NC,27704,0,0,0,0,5/31/1995,9/23/2013,ACTIVE,,97.5,6/5/2012,Premises: Mow or cut grasses or weeds to prevent harborage.
58786,4032440048,DUKE SCHOOL FOR CHILDREN MIDDLE,3716 ERWIN RD,97,1,,A,10,6/5/2012,44,44 - School Building,N/A,32,4032440048,0,DURHAM,NC,27705,0,0,0,0,10/28/1994,7/18/2013,ACTIVE,,97,6/5/2012,"Make sure to store chemicals away from the reach of children....(bottle of chemical found in one of the classrooms)...Also, maintain all janitors storage areas closed...issue discussed during inspection."
58773,4032440034,E K POWE SCHOOL,913 NINTH ST,93,1,,A,10,6/6/2012,44,44 - School Building,N/A,32,4032440034,0,DURHAM,NC,27705,(919) 560-3963,0,0,0,4/24/1995,7/18/2013,ACTIVE,,93,6/6/2012,"Please adjust several water fountains...water presure is too low and need to be high enough (two inches above mouth jet part),  so kids will not have the risk to become in contact with hazard...some pink mold/ build up found in some water fountain in hall ways and CLASS ROOMS as well...please clean them and sanitize them properly...issue discussed during inspection."
58751,4032440012,FOREST VIEW ELEM SCH,3007 MT SINAI RD,93,1,,A,10,6/6/2012,44,44 - School Building,N/A,32,4032440012,0,DURHAM,NC,27705,0,0,0,0,3/21/1995,7/18/2013,ACTIVE,,93,6/6/2012,"Make sure water presure on water fountains work properly...some fountains found on hallways need to be adjusted to reach a proper water preasure.  some build up/ pink mold found on some of the water fountains as well, these need to be properly clean and sanitize...issue discussed during inspection."
59118,4032530003,HAMPTON APTS  THE,300 SEAFORTH DR,16,1,,A,20,6/7/2012,53,53 - Year-Round Swimming Pool,N/A,32,4032530003,0,DURHAM,NC,27713,0,0,0,0,7/26/2002,6/21/2012,ACTIVE,,16,6/7/2012,EMERGENCY PHONE FAILED TO FUNCTION WHEN TESTED.  PHONE IS A CRITICAL SIX POINT DEMERIT ITEM THAT RESULTS IN POOL PERMIT SUSPENSION.  TEMPORARY PHONE PROVIDED AND SIGNS WERE POSTED WHILE ON SITE.  PHONE WAS SUCCESSFULLY TESTED
87039,4032020742,TRIANGLE RAW FOODISTS,1101 W CHAPEL HILL ST THE COOKERY,100,1,,A,7,6/7/2012,2,2 - Food Stands,FOOD,32,4032020742,0,DURHAM,NC,27701,(919) 491-6413,trianglerawfoodists@gmail.com,0,JANE HOWARD CRUTCHFIELD,6/14/2011,1/23/2013,ACTIVE,A,100,6/7/2012,-Some dry foods are being stored at operator's home.  These will be brought in and stored on dry storage shelving in The Cookery.
59011,4032500173,COURTYARD BY MARRIOTT RTP POOL,301 RESIDENCE INN BLVD,4,1,,A,20,6/7/2012,50,50 - Seasonal Swimming Pool,N/A,32,4032500173,0,DURHAM,NC,27713,0,0,0,0,6/24/2004,10/31/2012,ACTIVE,,4,6/7/2012,TRY AND BALANCE THE FLOW IN THE SKIMMERS - SKIMMER AT WEST END OF POOL WAS NOT PULLING AS STRONG AS THE OTHER SKIMMER.  RESTRICTING FLOW IN THE STRONGER SKIMMER MAY IMPROVE FLOW IN THE OTHER OR MAY NEED TO CLEAR THE SKIMMER PIPING
57044,4032011679,VIT GOAL TOFU RESTAURANT,2107 ALLENDOWN  DR UNIT 101A,99,1,,A,7,6/7/2012,1,1 - Restaurant,FOOD,32,4032011679,0,DURHAM,NC,27713,0,0,0,0,1/29/2007,10/11/2012,DELETED,A,99,6/7/2012,Clean adhesive residue off food containers.  Large white  bulk food containers on shelf need some additional cleaning on exterior.
59135,4032530054,EMERALD FOREST APTS,4512 EMERALD FOREST DR,4,1,,A,20,6/8/2012,53,53 - Year-Round Swimming Pool,N/A,32,4032530054,0,DURHAM,NC,27713,0,0,0,0,1/30/1996,12/10/2011,ACTIVE,,4,6/8/2012,"Fence not properly constructed, foothold less than 30 inches horizontal,> 4 inch gap under fence corner"
97983,4032012157,FOOD FOR LIFE SUPREME,"3314 GUESS RD, SUITE A",90.5,1,,A,2,6/8/2012,1,1 - Restaurant,FOOD,32,4032012157,0,DURHAM,NC,27705,(919) 390-5992,fflsnc1@gmail.com,0,FOOD FOR LIFE SUPREME,1/31/2012,8/6/2013,DELETED,A,90.5,6/8/2012,DOWNSTAIRS TOILET NOT IN GOOD REPAIR
58939,4032500092,CRESTWOOD SUITES,300 MEREDITH DR,4,1,,A,20,6/8/2012,50,50 - Seasonal Swimming Pool,N/A,32,4032500092,0,DURHAM,NC,27713,0,0,0,0,7/25/1994,10/31/2012,ACTIVE,,4,6/8/2012,pool wals-good repair-pitted.
58818,4032440081,HOPE VALLEY ELEMENTARY,3005 DIXON RD,96,1,,A,4,6/8/2012,44,44 - School Building,N/A,32,4032440081,0,DURHAM,NC,27707,(919) 560-3980,0,0,0,9/5/2001,7/18/2013,ACTIVE,,96,6/8/2012,The window blinds in classroom A16 do not open.  The blinds in Trailer 9 have been torn down out of the windows. The blinds in Trailer 7 are severely damaged in one window and need replacing.
100081,4032030209,CARR FAMILY FOODS DC #87,2108 ANGIER AVE TOOTIES,0,1,,A,6,6/9/2012,3,3 - Mobile Food,FOOD,32,4032030209,0,DURHAM,NC,27703,(910) 431-8983,christianshouse@intrstar.net,0,CARR FAMILY FOODS,5/17/2012,2/18/2013,DELETED,,0,6/9/2012,All equipment must be NSF/ANSI approved or equal (crock pot and hot hold were not NFS/ANSI
